,Item Code,Item Name,Stock ,Unit,Trade,Format,RATING,SCORES
672,RF1MAR0132012,Margaux - Margaux 2012,14,BOTTLE,"$1,490 ",375ML,WA,95
673,RF1MAR0142012-OWC1,Margaux - Margaux 2012 (owc1),1,BOTTLE,"$11,900 ",3L,WA,95
674,RF1MAR0162012-OWC1,Margaux - Margaux 2012 (owc1),1,BOTTLE,"$23,900 ",6L,WA,95
675,RF1MAR0612002-EX,Marojallia - Margaux 2002 (Ex-Chateau),100+,BOTTLE,$365 ,750ML,WA,91-93
676,RF1MAR0812009,Marsau - Francs Cotes De Bordeaux 2009,73,BOTTLE,$165 ,750ML,,
677,RF1MAR0812010,Marsau - Francs Cotes De Bordeaux 2010,100+,BOTTLE,$155 ,750ML,,
678,RF1MAR0812012,Marsau - Francs Cotes De Bordeaux 2012,100+,BOTTLE,$125 ,750ML,,
679,RF1MAU0111996,Maugey - Bordeaux 1996,5,BOTTLE,$590 ,750ML,WS,86
680,RF1MAU0112000,Maugey - Bordeaux 2000,9,BOTTLE,$780 ,750ML,WS,92
681,RF1MAU0122000,Maugey - Bordeaux 2000,5,BOTTLE,"$1,590 ",1.5L,WS,92
682,RF1MAU0211996-OWC,Maucaillou - Medoc 1996 (owc),1,BOTTLE,$290 ,750ML,WA,84-85
683,RF1MAU0312012,Mauvesin Barton - Moulis 2012,1,BOTTLE,$110 ,750ML,,
684,RF1MIS0111921,La Mission Haut Brion - Graves 1921,1,BOTTLE,"$18,000 ",750ML,,
685,RF1MIS0111953,La Mission Haut Brion - Graves 1953,1,BOTTLE,"$10,900 ",750ML,WA,93
686,RF1MIS0111959,La Mission Haut Brion - Graves 1959,1,BOTTLE,"$29,000 ",750ML,WA,100
687,RF1MIS0111959-LD,La Mission Haut Brion - Graves 1959 (Label Damage),2,BOTTLE,"$28,500 ",750ML,WA,100
688,RF1MIS0111971,La Mission Haut Brion - Graves 1971,1,BOTTLE,"$2,880 ",750ML,WS,91
689,RF1MIS0111975-LL,La Mission Haut Brion - Graves 1975 (Low Level),1,BOTTLE,"$9,600 ",750ML,WS,90
690,RF1MIS0111975-OWC12,La Mission Haut Brion - Graves 1975 (owc12),12,BOTTLE,"$9,900 ",750ML,WA,97
691,RF1MIS0112010,La Mission Haut Brion - Pessac Leognan 2010,13,BOTTLE,"$3,600 ",750ML,,
692,RF1MIS0122010,La Mission Haut Brion - Pessac Leognan 2010,6,BOTTLE,"$6,950 ",1.5L,,
693,RF1MIS0122010-OWC6,La Mission Haut Brion - Pessac Leognan 2010 (owc6),6,BOTTLE,"$6,950 ",1.5L,WA,98+
694,RF1MIS0122012,La Mission Haut Brion - Pessac Leognan 2012,6,BOTTLE,"$3,650 ",1.5L,WA,97
695,RF1MIS0132010,La Mission Haut Brion - Pessac Leognan 2010,29,BOTTLE,"$1,950 ",375ML,WA,98+
696,RF1MIS0132012,La Mission Haut Brion - Pessac Leognan 2012,19,BOTTLE,$890 ,375ML,WA,97
697,RF1MIS0142010-OWC1,La Mission Haut Brion - Pessac Leognan 2010 (owc1),1,BOTTLE,"$15,500 ",3L,WA,98+
698,RF1MIS0142012-OWC1,La Mission Haut Brion - Pessac Leognan 2012 (owc1),1,BOTTLE,"$7,350 ",3L,WA,97
699,RF1MIS0162009-OWC1,La Mission Haut Brion - Pessac Leognan 2009 (owc1),1,BOTTLE,"$36,500 ",6L,WA,100
700,RF1MIS0162010-OWC1,La Mission Haut Brion - Pessac Leognan 2010 (owc1),2,BOTTLE,"$36,500 ",6L,WA,98+
701,RF1MIS0162012-OWC1,La Mission Haut Brion - Pessac Leognan 2012 (owc1),1,BOTTLE,"$14,900 ",6L,WA,97
702,RF1MON0111999,Monbousquet - St. Emilion 1999,1,BOTTLE,$590 ,750ML,WA,94
703,RF1MON0211996,La Mondotte - St. Emilion 1996,1,BOTTLE,"$2,390 ",750ML,WA,97
704,RF1MON0212001,La Mondotte - St. Emilion 2001,3,BOTTLE,"$1,900 ",750ML,WA,94
705,RF1MON0212001-OWC6,La Mondotte - St. Emilion 2001 (owc6),12,BOTTLE,"$1,900 ",750ML,WA,94
706,RF1MON0311898-LL,Montrose - St. Estephe 1898 (Low Level),2,BOTTLE,"$16,000 ",750ML,WS,77
707,RF1MON0311921-RCON,Montrose - St. Estephe 1921 (Reconditioned),2,BOTTLE,"$9,900 ",750ML,WS,96
708,RF1MON0311959-EX-LL,"Montrose - St. Estephe 1959 (Ex-Nicolas,Low Level)",1,BOTTLE,"$6,300 ",750ML,WS,86
709,RF1MON0311990,Montrose - St. Estephe 1990,1,BOTTLE,"$5,350 ",750ML,WA,100
710,RF1MON0311990-A,Montrose - St. Estephe 1990 (US Label),1,BOTTLE,"$5,200 ",750ML,WA,100
711,RF1MON0311999-LD,Montrose - St. Estephe 1999 (Label Damage),1,BOTTLE,$710 ,750ML,WA,90
712,RF1MON0312000-OWC12,Montrose - St. Estephe 2000 (owc12),24,BOTTLE,"$1,390 ",750ML,WS,96
713,RF1MON0312002,Montrose - St. Estephe 2002,22,BOTTLE,$690 ,750ML,WA,90
714,RF1MON0312013,Montrose - St. Estephe 2013,6,BOTTLE,$690 ,750ML,,
715,RF1MON0321924-RCON,Montrose - St. Estephe 1924 (Reconditioned),4,BOTTLE,"$16,900 ",1.5L,,
716,RF1MON0322009-OWC6,Montrose - St. Estephe 2009 (owc6),6,BOTTLE,"$4,500 ",1.5L,WA,100
717,RF1MON0322010-OWC6,Montrose - St. Estephe 2010 (owc6),18,BOTTLE,"$3,950 ",1.5L,WA,99
718,RF1MON0332012,Montrose - St. Estephe 2012,24,BOTTLE,$380 ,375ML,,
719,RF1MON0342012-OWC1,Montrose - St. Estephe 2012 (owc1),1,BOTTLE,"$2,980 ",3L,,
720,RF1MON0362009,Montrose - St. Estephe 2009,1,BOTTLE,"$25,900 ",6L,WA,100
721,RF1MON0362010-OWC1,Montrose - St. Estephe 2010 (owc1),2,BOTTLE,"$16,900 ",6L,WA,99
722,RF1MON0362012-OWC1,Montrose - St. Estephe 2012 (owc1),1,BOTTLE,"$5,950 ",6L,,
723,RF1MON1311989-EX,La Dame de Montrose - St. Estephe 1989 (ex-chateau),24,BOTTLE,$890 ,750ML,,
724,RF1MON1311990-EX,La Dame de Montrose - St. Estephe 1990 (ex-chateau),23,BOTTLE,"$1,090 ",750ML,WA,90
725,RF1MON1312008,La Dame de Montrose - St. Estephe 2008,100+,BOTTLE,$290 ,750ML,,
726,RF1MOU0111918,Mouton - Pauillac 1918,1,BOTTLE,"$16,900 ",750ML,WS,83
727,RF1MOU0111921,Mouton - Pauillac 1921,1,BOTTLE,"$33,000 ",750ML,WS,80
728,RF1MOU0111921-RCON,Mouton - Pauillac 1921 (Reconditioned),2,BOTTLE,"$39,800 ",750ML,WS,80
729,RF1MOU0111929-RCON,Mouton - Pauillac 1929 (Reconditioned),2,BOTTLE,"$29,800 ",750ML,WA,86
730,RF1MOU0111944,Mouton - Pauillac 1944,1,BOTTLE,"$129,000 ",750ML,WS,86
731,RF1MOU0111945,Mouton - Pauillac 1945,3,BOTTLE,"$119,000 ",750ML,WA,100
732,RF1MOU0111945-CC-LL,"Mouton - Pauillac 1945 (Cut Capsule, Low Level)",1,BOTTLE,"$115,000 ",750ML,WA,100
733,RF1MOU0111945-RCON,Mouton - Pauillac 1945 (Reconditioned),1,BOTTLE,"$150,000 ",750ML,WA,100
734,RF1MOU0111959-CD,Mouton - Pauillac 1959 (Capsule Damage),1,BOTTLE,"$28,900 ",750ML,WA,100
735,RF1MOU0111968-LL,Mouton - Pauillac 1968 (Low Level),1,BOTTLE,"$3,800 ",750ML,,
736,RF1MOU0111969-LL,Mouton - Pauillac 1969 (Low Level),1,BOTTLE,"$3,800 ",750ML,,
737,RF1MOU0111975,Mouton - Pauillac 1975,9,BOTTLE,"$3,200 ",750ML,WA,91
738,RF1MOU0111975-CD,Mouton - Pauillac 1975 (Capsule Damage),3,BOTTLE,"$3,100 ",750ML,WA,91
739,RF1MOU0111982,Mouton - Pauillac 1982,9,BOTTLE,"$11,900 ",750ML,WA,100
740,RF1MOU0111982-A,Mouton - Pauillac 1982 (US Label),4,BOTTLE,"$11,500 ",750ML,WA,100
741,RF1MOU0111982-CD,Mouton - Pauillac 1982 (Capsule Damage),5,BOTTLE,"$11,500 ",750ML,WA,100
742,RF1MOU0111982-LD,Mouton - Pauillac 1982 (Label Damage),1,BOTTLE,"$11,500 ",750ML,WA,100
743,RF1MOU0111982-OWC12.,Mouton - Pauillac 1982 (owc12),48,BOTTLE,"$11,900 ",750ML,WA,100
744,RF1MOU0111982-WSL,Mouton - Pauillac 1982 (Wine Stain Label),5,BOTTLE,"$10,900 ",750ML,WA,100
745,RF1MOU0111983,Mouton - Pauillac 1983,2,BOTTLE,"$3,300 ",750ML,WS,94
746,RF1MOU0111983-CC,Mouton - Pauillac 1983 (Cut Capsule),1,BOTTLE,"$3,150 ",750ML,WS,94
747,RF1MOU0111986,Mouton - Pauillac 1986,2,BOTTLE,"$7,900 ",750ML,WA,100
748,RF1MOU0111990,Mouton - Pauillac 1990,6,BOTTLE,"$3,300 ",750ML,WS,87
749,RF1MOU0112000-EX15-OWC12,"Mouton - Pauillac 2000 (ex-chateau 2015, owc12)",12,BOTTLE,"$15,900 ",750ML,WA,96+
750,RF1MOU0112010,Mouton - Pauillac 2010,2,BOTTLE,"$4,980 ",750ML,WA,98+
751,RF1MOU0121983,Mouton - Pauillac 1983,3,BOTTLE,"$6,900 ",1.5L,WS,94
752,RF1MOU0121983-OWC6,Mouton - Pauillac 1983 (owc6),6,BOTTLE,"$6,900 ",1.5L,WS,94
753,RF1MOU0121988-LD,Mouton - Pauillac 1988 (Label Damage),3,BOTTLE,"$6,700 ",1.5L,WS,92
754,RF1MOU0121988-OWC3,Mouton - Pauillac 1988 (owc3),3,BOTTLE,"$6,800 ",1.5L,WS,92
755,RF1MOU0122010,Mouton - Pauillac 2010,2,BOTTLE,"$13,900 ",1.5L,WA,98+
756,RF1MOU0122010-OWC6,Mouton - Pauillac 2010 (owc6),12,BOTTLE,"$13,900 ",1.5L,WA,98+
757,RF1MOU0132010,Mouton - Pauillac 2010,34,BOTTLE,"$2,650 ",375ML,WA,98+
758,RF1MOU0132012,Mouton - Pauillac 2012,20,BOTTLE,"$1,490 ",375ML,,
759,RF1MOU0142012-OWC1,Mouton - Pauillac 2012 (owc1),1,BOTTLE,"$12,500 ",3L,,
760,RF1MOU0612009,Moulin Du Cadet - St. Emilion 2009,65,BOTTLE,$180 ,750ML,,
761,RF1NEN0112012,Nenin - Pomerol 2012,1,BOTTLE,$335 ,750ML,,
762,RF1ORA0112005-OWC12,Clos de L'Oratoire - St Emilion Grand Cru 2005 (owc12),12,BOTTLE,$550 ,750ML,,
763,RF1ORA0112010,Clos de L'Oratoire - St Emilion Grand Cru 2010,13,BOTTLE,$380 ,750ML,,
764,RF1ORM0212000-EX,Les Ormes de Pez - St. Estephe 2000 (ex-chateau),100+,BOTTLE,$398 ,750ML,WS,89
765,RF1PAG0112009,Les Pagodes de Cos - St. Estephe 2009,100+,BOTTLE,$435 ,750ML,WA,94
766,RF1PAG0112009-OWC12,Les Pagodes de Cos - St. Estephe 2009 (owc12),24,BOTTLE,$435 ,750ML,WA,94
767,RF1PAL0311921-CC,Palmer - Margaux 1921 (Cut Capsule),2,BOTTLE,"$13,900 ",750ML,,
768,RF1PAL0311928-N-CC,Palmer - Margaux 1928 (Nicolas) (Cut Capsule),1,BOTTLE,"$14,500 ",750ML,WA,96
769,RF1PAL0311959,Palmer - Margaux 1959,6,BOTTLE,"$8,900 ",750ML,WS,98
770,RF1PAL0311961-EX,Palmer - Margaux 1961 (Ex-Mahler-Besse),1,BOTTLE,"$29,800 ",730ML,WA,100
771,RF1PAL0311961-EX-RCON01,"Palmer - Margaux 1961 (Ex-Mahler-Besse, Recond 2001)",4,BOTTLE,"$39,800 ",730ML,WA,100
772,RF1PAL0311966-EX-RCON02,"Palmer - Margaux 1966 (Ex-Mahler-Besse, Reconditioned 2002)",3,BOTTLE,"$8,900 ",730ML,,
773,RF1PAL0311971-CD,Palmer - Margaux 1971 (Capsule Damage),1,BOTTLE,"$1,850 ",750ML,WA,86
774,RF1PAL0311971-EX,Palmer - Margaux 1971 (Ex-Mahler-Besse),5,BOTTLE,"$2,490 ",750ML,WA,86
775,RF1PAL0311975,Palmer - Margaux 1975,2,BOTTLE,"$1,900 ",750ML,WA,90
776,RF1PAL0311978,Palmer - Margaux 1978,2,BOTTLE,"$1,690 ",750ML,WA,90
777,RF1PAL0311982,Palmer - Margaux 1982,5,BOTTLE,"$2,300 ",750ML,WA,90
778,RF1PAL0312000,Palmer - Margaux 2000,11,BOTTLE,"$2,300 ",750ML,WS,97
779,RF1PAL0321959,Palmer - Margaux 1959,1,BOTTLE,"$29,500 ",1.5L,WS,98
780,RF1PAL0321982-EX,Palmer - Margaux 1982 (ex- Mahler Besse),3,BOTTLE,"$4,900 ",1.5L,WA,90
781,RF1PAL0321995-EX,Palmer - Margaux 1995 (Ex-Mahler-Besse),6,BOTTLE,"$3,980 ",1.5L,WS,94
782,RF1PAL0332012,Palmer - Margaux 2012,24,BOTTLE,$890 ,375ML,WA,96
783,RF1PAL0342012-OWC1,Palmer - Margaux 2012 (owc1),1,BOTTLE,"$7,800 ",3L,WA,96
784,RF1PAL0362012-OWC1,Palmer - Margaux 2012 (owc1),1,BOTTLE,"$15,500 ",6L,WA,96
785,RF1PAP0111964-RCON-OWC12,"Pape Clement - Pessac Leognan 1964 (Reconditioned1993,owc12)",12,BOTTLE,"$1,290 ",750ML,,
786,RF1PAP0111995-EX,Pape Clement - Pessac Leognan 1995 (ex-chateau),36,BOTTLE,$880 ,750ML,WS,90
787,RF1PAP0111999,Pape Clement - Pessac Leognan 1999,6,BOTTLE,$790 ,750ML,WA,91
788,RF1PAP0112001,Pape Clement - Pessac Leognan 2001,1,BOTTLE,$990 ,750ML,WA,95
789,RF1PAP0112004,Pape Clement - Pessac Leognan 2004,37,BOTTLE,$750 ,750ML,WS,93
790,RF1PAV0111995,Pavie - St. Emilion 1995 ,6,BOTTLE,"$1,390 ",750ML,,
791,RF1PAV0112000,Pavie - St. Emilion 2000,3,BOTTLE,"$4,350 ",750ML,WA,100
792,RF1PAV0112012-OWC6,Pavie - St. Emilion 2012 (owc6),6,BOTTLE,"$2,290 ",750ML,WA,95
793,RF1PAV01182000-OWC1,Pavie - St. Emilion 2000 (owc1),1,BOTTLE,"$190,000 ",18L,WA,100
794,RF1PAV01182012-OWC1,Pavie - St. Emilion 2012 (owc1),1,BOTTLE,"$188,000 ",27L,WA,95
795,RF1PAV0221959-LD,Pavie Macquin - St. Emilion 1959 (Label Damage),3,BOTTLE,"$4,800 ",1.5L,,
796,RF1PAV0222010-OWC6,Pavie Macquin - St. Emilion 2010 (owc6),6,BOTTLE,"$2,350 ",1.5L,WS,96
797,RF1PAV0412010,Pavillon Rouge de Margaux - Margaux 2010,2,BOTTLE,"$1,390 ",750ML,WA,94
798,RF1PAV0422010-OWC6,Pavillon Rouge de Margaux - Margaux 2010 (owc6),12,BOTTLE,"$2,850 ",1.5L,WA,94
799,RF1PAV0442007,Pavillon Rouge de Margaux - Margaux 2007,2,BOTTLE,"$5,900 ",3L,WA,88
800,RF1PAV0442010-OWC1,Pavillon Rouge de Margaux - Margaux 2010 (owc1),1,BOTTLE,"$6,500 ",3L,WA,94
801,RF1PDA0122010-SET,Pont des Arts Collection Bordeaux 2010 (Set of owc3),9,SET,"$7,046 ",1.5L,,
802,RF1PDA0222010-SET,Pont des Arts Collection Burgundy 2010  (Set of owc3),4,SET,"$8,656 ",1.5L,,
803,RF1PEN0412004-OWC6,Pensees de Lafleur - Pomerol 2004 (owc6),6,BOTTLE,$890 ,750ML,WS,89-91
804,RF1PET0112000,Petit Village - Pomerol 2000,3,BOTTLE,$680 ,750ML,WA,90
805,RF1PET0112002,Petit Village - Pomerol 2002 ,17,BOTTLE,$390 ,750ML,,
806,RF1PET0112004,Petit Village - Pomerol 2004,24,BOTTLE,$450 ,750ML,WS,90
807,RF1PET0112005,Petit Village - Pomerol 2005,18,BOTTLE,$590 ,750ML,,
808,RF1PET0211928,Petrus - Pomerol 1928,2,BOTTLE,"$38,000 ",750ML,,
809,RF1PET0211928-LD,Petrus - Pomerol 1928 (Label Damage),2,BOTTLE,"$36,000 ",750ML,,
810,RF1PET0211947-CC,Petrus - Pomerol 1947 (Cut Capsule),1,BOTTLE,"$119,000 ",750ML,WA,100
811,RF1PET0211959-LD,Petrus - Pomerol 1959 (Label damaged),1,BOTTLE,"$34,000 ",750ML,WS,96
812,RF1PET0211966-LD,Petrus - Pomerol 1966 (Label Damage),1,BOTTLE,"$18,900 ",750ML,WS,93
813,RF1PET0211974-LD,Petrus - Pomerol 1974 (Label Damage),1,BOTTLE,"$10,300 ",750ML,,
814,RF1PET0211979,Petrus - Pomerol 1979,5,BOTTLE,"$10,900 ",750ML,WS,90
815,RF1PET0211979-LD,Petrus - Pomerol 1979 (Label Damage),1,BOTTLE,"$10,800 ",750ML,WS,90
816,RF1PET0211982-A-CC,Petrus - Pomerol 1982 (US Label) (Capsule Cut),1,BOTTLE,"$42,500 ",750ML,WS,96
817,RF1PET0211982-A-CD,Petrus - Pomerol 1982 (US Label) (Capsule Damage),3,BOTTLE,"$42,000 ",750ML,WS,96
818,RF1PET0211982-EX,Petrus - Pomerol 1982 (ex-chateau),3,BOTTLE,"$57,500 ",750ML,WS,96
819,RF1PET0211983,Petrus - Pomerol 1983,1,BOTTLE,"$12,500 ",750ML,WS,93
820,RF1PET0211985,Petrus - Pomerol 1985,8,BOTTLE,"$13,900 ",750ML,WS,93
821,RF1PET0211985-LD,Petrus - Pomerol 1985 (Label Damage),1,BOTTLE,"$13,500 ",750ML,WS,93
822,RF1PET0212005-A,Petrus - Pomerol 2005 (US),5,BOTTLE,"$27,500 ",750ML,WS,100
823,RF1PET0212005-A-OWC6,"Petrus - Pomerol 2005 (US, owc6)",6,BOTTLE,"$27,500 ",750ML,WS,100
824,RF1PET0221924,Petrus - Pomerol 1924,1,BOTTLE,"$89,000 ",1.5L,,
825,RF1PET0221945,Petrus - Pomerol 1945,1,BOTTLE,"$238,000 ",1.5L,WA,98
826,RF1PET0221961,Petrus - Pomerol 1961,1,BOTTLE,"$198,000 ",1.5L,WA,100
827,RF1PET0221975,Petrus - Pomerol 1975,1,BOTTLE,"$44,000 ",1.5L,WA,98+
828,RF1PET0221975-LD,Petrus - Pomerol 1975 (Label Damage),1,BOTTLE,"$43,500 ",1.5L,WA,98+
829,RF1PET0221983,Petrus - Pomerol 1983,3,BOTTLE,"$25,900 ",1.5L,WS,93
830,RF1PET0231990-CC-LD,"Petrus - Pomerol 1990 (Capsule Damaged,Label Damaged)",1,BOTTLE,"$15,900 ",375ML,WA,100
831,RF1PET0312008,Le Petit Haut Lafitte - Pessac Leognan 2008,14,BOTTLE,$195 ,750ML,,
832,RF1PET0312012,Le Petit Haut Lafitte - Pessac Leognan 2012,100+,BOTTLE,$180 ,750ML,,
833,RF1PIB0112009,Pibran - Pauillac 2009,100+,BOTTLE,$280 ,750ML,WS,92
834,RF1PIC0111926,Pichon Lalande - Pauillac 1926,1,BOTTLE,"$9,500 ",750ML,,
835,RF1PIC0111940,Pichon Lalande - Pauillac 1940 ,9,BOTTLE,"$3,500 ",750ML,,
836,RF1PIC0111947,Pichon Lalande - Pauillac 1947,1,BOTTLE,"$9,800 ",750ML,WS,91
837,RF1PIC0111982,Pichon Lalande - Pauillac 1982,1,BOTTLE,"$5,500 ",750ML,WA,100
838,RF1PIC0111982-LL,Pichon Lalande - Pauillac 1982 (Low Level),1,BOTTLE,"$5,400 ",750ML,WA,100
839,RF1PIC0111985,Pichon Lalande - Pauillac 1985,6,BOTTLE,"$1,800 ",750ML,WS,96
840,RF1PIC0111985-OWC12,Pichon Lalande - Pauillac 1985 (owc12),12,BOTTLE,"$1,800 ",750ML,WS,96
841,RF1PIC0111988,Pichon Lalande - Pauillac 1988,3,BOTTLE,"$1,490 ",750ML,WS,92
842,RF1PIC0111995-OWC12,Pichon Lalande - Pauillac 1995 (owc12),24,BOTTLE,"$1,790 ",750ML,WA,96
843,RF1PIC0111996-EX,Pichon Lalande - Pauillac 1996 (ex-chateau),1,BOTTLE,"$2,090 ",750ML,WA,96
844,RF1PIC0111997,Pichon Lalande - Pauillac 1997,15,BOTTLE,$990 ,750ML,WA,88
845,RF1PIC0111997-OWC12,Pichon Lalande - Pauillac 1997 (owc12),24,BOTTLE,$990 ,750ML,WA,88
846,RF1PIC0111998,Pichon Lalande - Pauillac 1998,3,BOTTLE,"$1,050 ",750ML,WA,88
847,RF1PIC0112000,Pichon Lalande - Pauillac 2000,6,BOTTLE,"$1,800 ",750ML,WA,96
848,RF1PIC0112004,Pichon Lalande - Pauillac 2004,17,BOTTLE,$890 ,750ML,WA,92
849,RF1PIC0112004-OWC12,Pichon Lalande - Pauillac 2004 (owc12),72,BOTTLE,$890 ,750ML,WA,92
850,RF1PIC0112012,Pichon Lalande - Pauillac 2012,1,BOTTLE,$695 ,750ML,WA,90
851,RF1PIC0121964,Pichon Lalande - Pauillac 1964,2,BOTTLE,"$4,800 ",1.48L,,
852,RF1PIC0122010,Pichon Lalande - Pauillac 2010,6,BOTTLE,"$3,650 ",1.5L,,
853,RF1PIC0132007,Pichon Lalande - Pauillac 2007,47,BOTTLE,$590 ,375ML,WA,89
854,RF1PIC0132010,Pichon Lalande - Pauillac 2010,10,BOTTLE,$850 ,375ML,WA,95+
855,RF1PIC0132012,Pichon Lalande - Pauillac 2012,84,BOTTLE,$360 ,375ML,,
856,RF1PIC0141953,Pichon Lalande - Pauillac 1953,1,BOTTLE,"$26,000 ",3L,WS,86
857,RF1PIC0141962,Pichon Lalande - Pauillac 1962,1,BOTTLE,"$19,000 ",3L,WA,85
858,RF1PIC0142010-OWC1,Pichon Lalande - Pauillac 2010 (owc1),1,BOTTLE,"$7,500 ",3L,WA,95+
859,RF1PIC0142012-OWC1,Pichon Lalande - Pauillac 2012 (owc1),2,BOTTLE,"$2,900 ",3L,,
860,RF1PIC0161989-CD,Pichon Lalande - Pauillac 1989 (Capsule Damage),1,BOTTLE,"$15,900 ",6L,WA,93
861,RF1PIC0162012-OWC1,Pichon Lalande - Pauillac 2012 (owc1),2,BOTTLE,"$5,900 ",6L,,
862,RF1PIC0211990,Pichon Baron - Pauillac 1990,6,BOTTLE,"$2,650 ",750ML,WA,97
863,RF1PIC0212013,Pichon Baron - Pauillac 2013,6,BOTTLE,$650 ,750ML,,
864,RF1PIC0221989,Pichon Baron - Pauillac 1989,1,BOTTLE,"$4,800 ",1.5L,WA,95
865,RF1PIC0222010,Pichon Baron - Pauillac 2010,3,BOTTLE,"$2,390 ",1.5L,,
866,RF1PIC0222010-OWC6,Pichon Baron - Pauillac 2010 (owc6),24,BOTTLE,"$2,390 ",1.5L,,
867,RF1PIC0232010,Pichon Baron - Pauillac 2010,30,BOTTLE,$650 ,375ML,WA,97+
868,RF1PIC0232012,Pichon Baron - Pauillac 2012,23,BOTTLE,$380 ,375ML,,
869,RF1PIC0242012-OWC1,Pichon Baron - Pauillac 2012 (owc1),1,BOTTLE,"$2,980 ",3L,,
870,RF1PIC0262010-OWC1,Pichon Baron - Pauillac 2010 (owc1),1,BOTTLE,"$10,900 ",6L,,
871,RF1PIC0262012-OWC1,Pichon Baron - Pauillac 2012 (owc1),1,BOTTLE,"$5,950 ",6L,,
872,RF1PIC0312012,Les Griffons de Pichon Baron - Pauillac 2012,100+,BOTTLE,$280 ,750ML,,
873,RF1PIN0111982-CC-LD,"Le Pin - Pomerol 1982 (Cut Capsule, Label Damage)",1,BOTTLE,"$78,000 ",750ML,WA,100
874,RF1PIN0111989-CC-LD,"Le Pin - Pomerol 1989 (Cut Capsule, Label Damage)",1,BOTTLE,"$21,500 ",750ML,WA,96
875,RF1PIN0111990,Le Pin - Pomerol 1990,1,BOTTLE,"$29,800 ",750ML,,
876,RF1PIN0132009,Le Pin - Pomerol 2009,3,BOTTLE,"$12,900 ",375ML,,
877,RF1POI0211947-LL,La Pointe - Pomerol 1947 (Low Level),2,BOTTLE,"$5,950 ",750ML,,
878,RF1PON0112000-EX,Pontet Canet - Pauillac 2000 (Ex-Chateau),100+,BOTTLE,$990 ,750ML,WA,94+
879,RF1PON0112000-EX-OWC12,Pontet Canet - Pauillac 2000 (Ex-Chateau)(owc12),12,BOTTLE,$990 ,750ML,WA,94+
880,RF1PON0112000-EX-OWC6,Pontet Canet - Pauillac 2000 (Ex-Chateau)(owc6),60,BOTTLE,$990 ,750ML,WA,94+
881,RF1PON0112012,Pontet Canet - Pauillac 2012,100+,BOTTLE,$695 ,750ML,WA,93
882,RF1PON0112013,Pontet Canet - Pauillac 2013,59,BOTTLE,$680 ,750ML,,
883,RF1PON0122009,Pontet Canet - Pauillac 2009,2,BOTTLE,"$3,980 ",1.5L,,
884,RF1PON0122010,Pontet Canet - Pauillac 2010,3,BOTTLE,"$3,800 ",1.5L,WA,100
885,RF1PON0122010-OWC6,Pontet Canet - Pauillac 2010 (owc6),6,BOTTLE,"$3,800 ",1.5L,,
886,RF1PON0122012,Pontet Canet - Pauillac 2012,30,BOTTLE,"$1,500 ",1.5L,,
887,RF1PON0132010,Pontet Canet - Pauillac 2010,17,BOTTLE,$750 ,375ML,WA,100
888,RF1PON0132010-OWC24,Pontet Canet - Pauillac 2010 (owc24),24,BOTTLE,$750 ,375ML,WA,100
889,RF1PON0132012,Pontet Canet - Pauillac 2012,66,BOTTLE,$350 ,375ML,,
890,RF1PON0142012-OWC1,Pontet Canet - Pauillac 2012 (owc1),2,BOTTLE,"$2,980 ",3L,,
891,RF1PON0162010-OWC1,Pontet Canet - Pauillac 2010 (owc1),2,BOTTLE,"$16,900 ",6L,,
892,RF1PON0162012-OWC1,Pontet Canet - Pauillac 2012 (owc1),2,BOTTLE,"$5,950 ",6L,,
893,RF1PON0192010-OWC1,Pontet Canet - Pauillac 2010 (owc1),1,BOTTLE,"$29,800 ",9L,,
894,RF1POT3311996-EX,Potensac - Medoc 1996 (ex-Chateau),100+,BOTTLE,$320 ,750ML,WA,89
895,RF1POT3312000-EX,Potensac - Medoc 2000 (ex-chateau),100+,BOTTLE,$290 ,750ML,WA,89
896,RF1PRI0212004,Prieure Lichine - Margaux 2004 ,45,BOTTLE,$330 ,750ML,,
897,RF1QUI0212012,Quintus - St. Emilion 2012,23,BOTTLE,$790 ,750ML,WA,89
898,RF1QUI0232012,Quintus - St. Emilion 2012,24,BOTTLE,$420 ,375ML,WA,89
899,RF1RAU0111900-CD,Rauzan Segla - Margaux 1900 (Capsule Damaged),1,BOTTLE,"$19,800 ",750ML,WA,88
900,RF1RAU0112008,Rauzan Segla - Margaux 2008,13,BOTTLE,$490 ,750ML,WA,90+
901,RF1RAU0112010,Rauzan Segla - Margaux 2010,16,BOTTLE,$790 ,750ML,,
902,RF1RAU0112010-OWC12,Rauzan Segla - Margaux 2010 (owc12),24,BOTTLE,$790 ,750ML,,
903,RF1RAU0112013,Rauzan Segla - Margaux 2013,22,BOTTLE,$420 ,750ML,,
904,RF1RAU0121878,Rauzan Segla - Margaux 1878,1,BOTTLE,"$49,800 ",1.5L,,
905,RF1RAU0132012,Rauzan Segla - Margaux 2012 ,47,BOTTLE,$250 ,375ML,,
906,RF1RAU0212008,Rauzan Gassies - Margaux 2008,100+,BOTTLE,$435 ,750ML,WS,92
907,RF1ROC0112010,Roc de Cambes - Cotes de Bourg 2010,100+,BOTTLE,$480 ,750ML,,
908,RF1ROC0112010-OWC12,Roc de Cambes - Cotes de Bourg 2010 (owc12),84,BOTTLE,$480 ,750ML,,
